,year,title
8167,2021,PsyArXiv (OSF Preprints)
8179,2021,Parks Stewardship Forum
8181,2020,University of Toronto Press eBooks
8188,2017,American Politics Research
8195,2023,medRxiv (Cold Spring Harbor Laboratory)
8202,2022,Journal of Transport and Land Use
8203,2022,Carolina Digital Repository (University of North Carolina at Chapel Hill)
8204,2024,Cambridge University Press eBooks
8205,2024,Information
8211,2017,"Federal Reserve Bank of Dallas, Globalization and Monetary Policy Institute Working Papers"
8213,2023,Journal of Econometrics
8226,2018,ILAR Journal
8228,2018,Water Policy
8229,2023,Geomatics
8231,2021,Journal of Wildlife Management
8232,2018,Hispanic Journal of Behavioral Sciences
8233,2017,Topoi
8234,2018,International Journal of Educational Development
8235,2023,Biological Conservation
8236,2023,ResearchOnline at James Cook University (James Cook University)
8237,2020,Cureus
8241,2023,PLoS Pathogens
8245,2018,Scholar Commons (University of South Carolina)
8246,2019,Marine Fisheries Review
8250,2020,ScholarWorks @UVM (University of Vermont)
8251,2020,mediaTUM Gesamtbestand (Technische Universität München)
8252,2022,Economic Commentary (Federal Reserve Bank of Cleveland)
8253,2022,Conservation Science and Practice
8255,2021,Canadian Journal of Forest Research
8256,2021,TSpace (University of Toronto)
8257,2018,The AAG Review of Books
8258,2018,Historical Archaeology
8259,2022,Blood
8260,2017,Anatolia
8261,2017,"Federal Reserve Bank of Dallas, Working Papers"
8263,2023,Du Bois Review Social Science Research on Race
8265,2017,Clinical Nursing Research
8267,2021,Journal of Development Policy Research & Practice (JoDPRP)
8269,2023,Carolina Digital Repository (University of North Carolina at Chapel Hill)
8272,2022,Climate Action
8273,2023,Investigaciones Regionales - Journal of Regional Research
8274,2018,Urban Water Journal
8275,2024,Culture Unbound Journal of Current Cultural Research
8276,2024,SHURA (Sheffield Hallam University Research Archive) (Sheffield Hallam University)
8282,2018,Case Studies in Sport Management
8283,2018,Plymouth Marjon University Repository (Plymouth Marjon University)
8284,2021,Authorea (Authorea)
8286,2018,Journal of Geoscience and Environment Protection
8290,2018,Environment and Natural Resources Research
8291,2023,Digital Commons - Michigan Tech (Michigan Technological University)
8292,2021,Repository KITopen (Karlsruhe Institute of Technology)
8293,2021,Utrecht University Repository (Utrecht University)
8298,2017,American Journal of Pharmaceutical Education
8302,2019,Diabesity
8303,2023,Maternal and Child Nutrition
8306,2023,Urban Agriculture & Regional Food Systems
8307,2024,Palgrave studies in agricultural economics and food policy
8308,2022,Frontiers in Conservation Science
8315,2018,Daedalus
8318,2024,IIASA PURE (International Institute of Applied Systems Analysis)
8319,2024,OSF Preprints (OSF Preprints)
8324,2022,The Journal of Community Informatics
8326,2023,Management of Biological Invasions
8330,2018,Native Plants Journal
8332,2023,Wildlife Society Bulletin
8333,2019,Contemporary Rural Social Work Journal
8334,2019,Murray State's Digital Commons (Murray State University)
8335,2023,Frontiers in Political Science
8337,2019,Analyses of Social Issues and Public Policy
8339,2023,Journal of the American Geriatrics Society
8345,2019,Journal of Insect Conservation
8351,2018,American Journal of Public Health
8354,2019,Economie et Statistique / Economics and Statistics
8360,2021,Genealogy
8362,2023,Proceedings of the International AAAI Conference on Web and Social Media
8363,2023,arXiv (Cornell University)
8365,2021,Africa Development
8366,2024,Journal of Water Resources Planning and Management
8367,2024,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information)
8368,2018,Journal of Sustainable Development
8369,2017,NEW SOLUTIONS A Journal of Environmental and Occupational Health Policy
8371,2019,Cambridge University Press eBooks
8373,2023,Ecology and Society
8375,2022,GSC Biological and Pharmaceutical Sciences
8379,2024,Wildlife Society Bulletin
8380,2023,BMC Medical Research Methodology
8384,2024,Journal of Agribusiness in Developing and Emerging Economies
8385,2021,London School of Economics and Political Science Research Online (London School of Economics and Political Science)
8386,2024,Journal of Nutrition Education and Behavior
8389,2021,Scholarship - GEORGETOWN LAW (Georgetown University)
8390,2022,Qualitative Sociology
8393,2022,Bulletin of the Ecological Society of America
8394,2023,Review of Accounting Studies
8396,2023,Water Science & Technology
8398,2022,Preventing Chronic Disease
8401,2022,Data report
8403,2023,Annual Review of Political Science
8408,2018,The American Midland Naturalist
8409,2018,Journal of Business & Finance Librarianship
8410,2023,Child and Adolescent Social Work Journal
8413,2021,Industrial Relations Journal
8414,2021,Deep Blue (University of Michigan)
8415,2023,América Latina en la Historia Económica
8416,2018,Archives of Clinical and Biomedical Research
8417,2021,Population Research and Policy Review
8420,2022,Advances in Hospitality and Tourism Research (AHTR)
8421,2022,DergiPark (Istanbul University)
8423,2019,Frontiers in Science
8426,2022,New Contree
8429,2023,Restoration Ecology
8430,2019,Research Square (Research Square)
8434,2023,Forest Science
8435,2024,OPAL (Open@LaTrobe) (La Trobe University)
8436,2024,INDIGO (University of Illinois at Chicago)
8437,2024,2021 ASEE Virtual Annual Conference Content Access Proceedings
8439,2023,OAPEN (The OAPEN Foundation)
8443,2024,Journal of Veterinary Medical Education
8444,2024,Nutrition Journal
8447,2023,Pace Environmental Law Review
8448,2023,Biomedicines
8454,2017,Journal of Policy Practice
8456,2019,Journal of Research in Technical Careers
8457,2019,Rowan Digitals Works (Rowan University)
8458,2018,India studies in business and economics
8461,2018,International Interdisciplinary Business Economics Advancement Journal
8462,2018,Digital Commons - University of South Florida (University of South Florida)
8463,2017,Health & Social Work
8468,2024,ACME
8469,2023,Ethnobotany Research and Applications
8475,2017,New West Indian Guide / Nieuwe West-Indische Gids
8476,2020,Annual Review of Astronomy and Astrophysics
8477,2023,Texas Water Journal
8478,2022,PLOS Global Public Health
8485,2023,Energies
8486,2021,mSystems
8488,2021,ThinkTech (Texas Tech University)
8492,2024,University of Oulu Repository (University of Oulu)
8493,2024,Applied Economic Perspectives and Policy
8495,2017,Journal of Education Policy
8498,2018,Policy Press eBooks
8499,2018,"Library Union Catalog of Bavaria, Berlin and Brandenburg (B3Kat Repository)"
8501,2017,Japanese Studies
8509,2021,ThinkIR: The University of Louisville's Institutional Repository (University of Louisville)
8510,2018,Social Studies Research and Practice
8512,2018,Journal of Graphic Novels & Comics
8515,2023,Biometrical Journal
8518,2021,Frontiers in Sociology
8522,2020,Duke University Press eBooks
8525,2020,Journal of Homeland Security and Emergency Management
8532,2019,Internet Interventions
8538,2020,Society
8543,2017,Journal of Leadership Education
8545,2019,Environment and Ecology Research
8546,2018,Economic Synopses
8548,2017,Alternation Interdisciplinary Journal for the Study of the Arts and Humanities in Southern Africa
8550,2023,The World Bank Economic Review
8551,2018,Journal of School Choice
8552,2020,Taxon
8553,2024,Natural Hazards
8554,2017,International Labor and Working-Class History
8555,2020,Journal of Insurance Regulation
8556,2018,PSU McNair Scholars Online Journal
8557,2022,Maternal and Child Health Journal
8560,2024,Frontiers in Health Services
8567,2019,San José State University ScholarWorks (San Jose State University)
8568,2019,UKnowledge (University of Kentucky)
8570,2023,Peacebuilding
8571,2023,"White Rose Research Online (University of Leeds, The University of Sheffield, University of York)"
8576,2023,Asia & the Pacific Policy Studies
8577,2023,PDXScholar  (Portland State University)
8579,2023,Monash University Research Portal (Monash University)
8581,2017,Duo Research Archive (University of Oslo)
8582,2017,Thesis Commons (OSF Preprints)
8587,2017,BiblioBoard Library Catalog (Open Research Library)
8589,2024,Therya
8592,2017,University of Toronto Press eBooks
8595,2022,Informationszentrum Lebenswissenschaften (ZB MED)
8597,2022,Antarctica A Keystone in a Changing World
8599,2023,International Journal for Digital Society
8600,2019,Social Marketing Quarterly
8604,2022,Florida Tax Review
8608,2018,Work Papers of the Summer Institute of Linguistics University of North Dakota Session
8609,2018,UND Scholarly Commons (University of North Dakota)
8610,2024,Social Sciences
8611,2017,WTO Working papers
8617,2019,The Journal of Human Resources
8618,2017,Business History
8626,2023,ePrints@IISc (Indian Institute of Science)
8628,2020,MDPI eBooks
8629,2020,Directory of Open access Books (OAPEN Foundation)
8630,2019,Policy Press eBooks
8636,2023,Journal of Business Ethics
8637,2020,The Wrongful Conviction Law Review
8638,2024,Australian Journal of Agricultural and Resource Economics
8640,2017,International studies in entrepreneurship
8641,2017,The Journal of Sociology & Social Welfare
8642,2021,European Journal of Economics and Economic Policies Intervention
8644,2019,Journal of International Trade & Economic Development
8651,2021,Remote Sensing of Environment
8655,2021,Food Policy
8659,2022,Data in Brief
8663,2019,Ethnicity and Health
8665,2017,Canadian Journal of Forest Research
8667,2017,Journal of Applied Aquaculture
8671,2023,Papers of the Regional Science Association
8672,2021,Informatics for Health and Social Care
8675,2020,Local Environment
8676,2019,Energy
8684,2019,Review of Finance
8685,2019,MMWR Morbidity and Mortality Weekly Report
8688,2018,International Journal for Population Data Science
8689,2018,ScholarlyCommons (University of Pennsylvania)
8693,2017,Multilingua
8694,2021,Nature
8701,2023,Applied Geography
8705,2022,Obstetrics and Gynecology
8708,2021,Scholar Commons (University of South Carolina)
8716,2017,Injury
8720,2018,Educational Researcher
8721,2018,Agricultural & Environmental Letters
8724,2021,MMWR Morbidity and Mortality Weekly Report
8727,2020,Blood
8731,2021,San Jose State University Scholar Works (San Jose State University)
8734,2021,Biological Conservation
8736,2021,Aberdeen University Research Archive (Aberdeen University)
8738,2021,ePrints@IISc (Indian Institute of Science)
8739,2021,North American Electric Reliability Corporation Open Archive (North American Electric Reliability Corporation)
8756,2018,American Economic Review
8758,2023,International Journal of Obesity
8776,2020,Bristol Research (University of Bristol)
8779,2020,Berkeley Planning Journal
8780,2023,JCO Oncology Practice
8792,2017,IUScholarWorks Open (Indiana University)
8796,2018,Urban forestry & urban greening
8797,2018,The Knowledge Bank (The Ohio State University)
8799,2018,Avian Diseases
8802,2018,Diabetes Research and Clinical Practice
8806,2017,Biological Conservation
8808,2018,Ecology
8811,2018,Edinburgh Research Explorer (University of Edinburgh)
8813,2018,ANU Open Research (Australian National University)
8816,2018,North American Electric Reliability Corporation Open Archive (North American Electric Reliability Corporation)
8823,2018,Journal of Monetary Economics
8828,2020,ScholarWorks@UMassAmherst (University of Massachusetts Amherst)
8833,2017,Annals of GIS
8834,2017,Environmental and Resource Economics
8837,2018,Nature Ecology & Evolution
8840,2017,European Journal of Nutrition
8842,2020,Journal of International Economics
8847,2020,EUR Research Repository (Erasmus University Rotterdam)
8851,2019,BMC Public Health
8856,2018,Children and Youth Services Review
8859,2018,DR-NTU (Nanyang Technological University)
8861,2018,W&M Publish (College of William & Mary)
8862,2018,Open Access Server of the Woods Hole Scientific Community (Woods Hole Scientific Community)
8867,2024,ACR Open Rheumatology
8870,2017,Journal of Nutrition
8876,2021,American Journal of Human Biology
8879,2024,Stroke
8880,2017,The American Midland Naturalist
8881,2018,Ecoscience
8882,2020,Sustainable Cities and Society
8887,2018,Drug and Alcohol Dependence
8893,2023,Environment and Planning F
8894,2023,KU ScholarWorks (University of Kansas)
8895,2019,Cell Reports
8901,2021,Ecology Letters
8902,2021,Leiden Repository (Leiden University)
8909,2017,Tree-Ring Research
8914,2021,Sustainable Production and Consumption
8921,2017,Publication Server of Goethe University Frankfurt am Main (Goethe University Frankfurt)
8924,2020,Brookings Papers on Economic Activity
8931,2021,Ecological Modelling
8936,2017,Cliodynamics The Journal of Quantitative History and Cultural Evolution
8937,2024,The Journal of Economic Perspectives
8942,2021,Sustainability Science
8951,2017,Journal of International Food & Agribusiness Marketing
8952,2017,IUScholarWorks (Indiana University)
8953,2019,Journal of Nutrition
8962,2018,Journal of Food Protection
8964,2019,Journal of Urban Ecology
