year,"title"
2020,"South African Journal of Science"
2020,"Southeastern Geographer"
2020,"Southern Communication Journal"
2020,"Southern Economic Journal"
2020,"Southern Medical Journal"
2020,"Southwestern Entomologist"
2020,"Spatial and Spatio-temporal Epidemiology"
2020,"Sporting Traditions"
2020,"Springer Geography"
2020,"Springer Proceedings in Complexity"
2020,"Springer Proceedings in Mathematics and Statistics"
2020,"SSM - Population Health"
2020,"Statistical Journal of the IAOS"
2020,"Strategic Planning for Energy and the Environment"
2020,"Studies in Australasian Cinema"
2020,"Studies in Big Data"
2020,"Studies in Classification, Data Analysis, and Knowledge Organization"
2020,"Studies in Health Technology and Informatics"
2020,"Substance Abuse"
2020,"Substance Use and Misuse"
2020,"Sugar Tech"
2020,"Suicide and Life-Threatening Behavior"
2020,"Supportive Care in Cancer"
2020,"Surgery (United States)"
2020,"Surgery for Obesity and Related Diseases"
2020,"Surgical Clinics of North America"
2020,"Survey Research Methods"
2020,"Sustainability (Switzerland)"
2020,"Sustainability Science"
2020,"Sustainable Cities and Society"
2020,"Sustainable Ethanol and Climate Change: Sustainability Assessment for Ethanol Distilleries"
2020,"Sustainable Land Management for NEOM Region"
2020,"Sustainable Water Resources Management"
2020,"Sustaining Social Inclusion"
2020,"SVU International Journal of Agricultural Sciences"
2020,"Swiss Journal of Economics and Statistics"
2020,"Teacher Professional Development Challenges Faced by Rural Superintendents"
2020,"Teaching and Learning in Nursing"
2020,"Teaching and Teacher Education"
2020,"Technological Forecasting and Social Change"
2020,"Technology in Society"
2020,"TEI 2020 - Proceedings of the 14th International Conference on Tangible, Embedded, and Embodied Interaction"
2020,"Telecommunications Policy"
2020,"Telemedicine and e-Health"
2020,"Textile Research Journal"
2020,"The BMJ"
2020,"The Demography of Disasters: Impacts for Population and Place"
2020,"The Elgar Companion to Geography, Transdisciplinarity and Sustainability"
2020,"The Geography of Beer: Culture and Economics"
2020,"The Good Farmer: Culture and Identity in Food and Agriculture"
2020,"The Lancet Diabetes and Endocrinology"
2020,"The Lancet Planetary Health"
2020,"The Palgrave Handbook of Global Social Work Education"
2020,"The Palgrave International Handbook of Mixed Racial and Ethnic Classification"
2020,"The Prosperity Paradox: Fewer and More Vulnerable Farm Workers"
2020,"The Routledge Companion to Local Media and Journalism"
2020,"The Routledge Companion to Mobile Media Art"
2020,"The Routledge Handbook of Indigenous Environmental Knowledge"
2020,"The True Costs of College"
2020,"Theoretical and Applied Genetics"
2020,"Theoretical and Empirical Researches in Urban Management"
2020,"Theoretical Ecology"
2020,"Theriogenology"
2020,"Tobacco Control"
2020,"Tobacco Regulatory Science"
2020,"Topics in Clinical Nutrition"
2020,"Tourism Management Perspectives"
2020,"Tourism Planning and Development"
2020,"Tourism Recreation Research"
2020,"Towards the Digital World and Industry X.0 - Proceedings of the 29th International Conference of the International Association for Management of Technology, IAMOT 2020"
2020,"Toxicology Cases for the Clinical and Forensic Laboratory"
2020,"Toxicon"
2020,"Toxins"
2020,"Traffic Injury Prevention"
2020,"Transactions of the ASABE"
2020,"Transboundary and Emerging Diseases"
2020,"Transcultural Psychiatry"
2020,"Transgenic Technology Based Value Addition in Plant Biotechnology"
2020,"Translation and Translanguaging in Multilingual Contexts"
2020,"Translational Animal Science"
2020,"Translational Behavioral Medicine"
2020,"Transnational Corporations Review"
2020,"Transplantation"
2020,"Transport Policy"
2020,"Transportation Research Part A: Policy and Practice"
2020,"Transportation Research Procedia"
2020,"Travel Behaviour and Society"
2020,"Trees - Structure and Function"
2020,"Trends in Biotechnology"
2020,"Trends in Ecology and Evolution"
2020,"Trends in Food Science and Technology"
2020,"Trials"
2020,"Tropical and Subtropical Agroecosystems"
2020,"Tropical Animal Health and Production"
2020,"Tropical Journal of Natural Product Research"
2020,"Twin Research and Human Genetics"
2020,"Understanding Disaster Risk: A Multidimensional Approach"
2020,"University of Chicago Law Review"
2020,"Urban Ecology: Emerging Patterns and Social-Ecological Systems"
2020,"Urban Forestry and Urban Greening"
2020,"Urban Policy and Research"
2020,"Urban Studies"
2020,"Urban Water Journal"
2020,"Urology"
2020,"Urology Practice"
2020,"US Geological Survey Professional Paper"
2020,"Vaccine"
2020,"Vaccines"
2020,"Vanderbilt Law Review"
2020,"Vector-Borne and Zoonotic Diseases"
2020,"Veterinaria Mexico OA"
2020,"Veterinary Clinics of North America - Food Animal Practice"
2020,"Veterinary Parasitology"
2020,"Victims and Offenders"
2020,"Victorian Naturalist"
2020,"Viruses"
2020,"Voluntas"
2020,"Waste Management"
2020,"Water (Switzerland)"
2020,"Water Alternatives"
2020,"Water Economics and Policy"
2020,"Water International"
2020,"Water Quality Research Journal"
2020,"Water Research"
2020,"Water Resources Research"
2020,"Weather, Climate, and Society"
2020,"Weed Biology and Management"
2020,"Weed Science"
2020,"Weed Technology"
2020,"Western Historical Quarterly"
2020,"Wetlands Ecology and Management"
2020,"White Gold: The Commercialisation of Rice Farming in the Lower Mekong Basin"
2020,"White Nile Arabs: Political Leadership and Economic Change Volume 53"
2020,"Whole-Wheat Bread for Human Health"
2020,"Wilson Journal of Ornithology"
2020,"Wine Law and Policy: from National Terroirs to a Global Market"
2020,"Wisconsin Medical Journal"
2020,"WIT Transactions on Ecology and the Environment"
2020,"Women and Health"
2020,"Women's Health Reports"
2020,"Workplace Health and Safety"
2020,"World Development"
2020,"World Economy"
2020,"World Sustainability Series"
2020,"World's Poultry Science Journal"
2020,"World's Veterinary Journal"
2020,"Yuzuncu Yil University Journal of Agricultural Sciences"
2020,"Zoonoses and Public Health"
2020,"Zootaxa"
2020,"Zuchtungskunde"
2020,"Zuckerindustrie"
2020,"Zywnosc. Nauka. Technologia. Jakosc/Food. Science Technology. Quality"
2021,"14th International Symposium on Combinatorial Search, SoCS 2021"
2021,"2021 11th IEEE Global Humanitarian Technology Conference, GHTC 2021"
2021,"2021 5th International Conference on Information Systems and Computer Networks, ISCON 2021"
2021,"2021 7th International Conference on Control Science and Systems Engineering, ICCSSE 2021"
2021,"2021 9th International Conference on Agro-Geoinformatics, Agro-Geoinformatics 2021"
2021,"2021 9th International Conference on Orange Technology, ICOT 2021"
2021,"2021 IEEE 11th Annual Computing and Communication Workshop and Conference, CCWC 2021"
2021,"2021 IEEE International Workshop on Metrology for Agriculture and Forestry, MetroAgriFor 2021 - Proceedings"
2021,"2021 IEEE MIT Undergraduate Research Technology Conference, URTC 2021"
2021,"2021 IEEE Symposium Series on Computational Intelligence, SSCI 2021 - Proceedings"
2021,"2021 IEEE Systems and Information Engineering Design Symposium, SIEDS 2021"
2021,"2021 International Symposium on Networks, Computers and Communications, ISNCC 2021"
2021,"8th European Conference on Social Media, ECSM 2021"
2021,"AATCC Journal of Research"
2021,"Academic Medicine"
2021,"Academic Pediatrics"
2021,"Accident Analysis and Prevention"
2021,"ACS Agricultural Science and Technology"
2021,"ACS Food Science and Technology"
2021,"ACS Omega"
2021,"ACS Sustainable Chemistry and Engineering"
2021,"Acta Agrestia Sinica"
2021,"Acta Alimentaria"
2021,"Acta Horticulturae"
2021,"Acta Oncologica"
2021,"Acta Prataculturae Sinica"
2021,"Acta Psychiatrica Scandinavica"
2021,"Acta Psychologica Sinica"
2021,"Acta Technologica Agriculturae"
2021,"Acta Tropica"
2021,"Addiction"
2021,"Addictive Behaviors"
2021,"Advances in Agronomy"
2021,"Advances in Animal and Veterinary Sciences"
2021,"Advances in Asian Human-Environmental Research"
2021,"Advances in Bioenergy"
2021,"Advances in Ecological Research"
2021,"Advances in Intelligent Systems and Computing"
2021,"Advances in Longitudinal Survey Methodology"
2021,"Advances in Nutrition"
2021,"Advances in Remediation Techniques for Polluted Soils and Groundwater"
2021,"Advances in Research on Teaching"
2021,"Advances in Skin and Wound Care"
2021,"Advances in Wound Care"
2021,"AERA Open"
2021,"Africa Today"
2021,"Africa's Agricultural Renaissance: From Paradox to Powerhouse"
2021,"African Entomology"
2021,"African Journal of Business and Economic Research"
2021,"African Journal of Science, Technology, Innovation and Development"
2021,"African Land Reform Under Economic Liberalisation: States, Chiefs, and Rural Communities"
2021,"Afrika Focus"
2021,"Ageing and Society"
2021,"Aging Clinical and Experimental Research"
2021,"Agrekon"
2021,"Agribusiness"
2021,"Agricultural and Environmental Letters"
2021,"Agricultural and Food Economics"
2021,"Agricultural and Forest Meteorology"
2021,"Agricultural and Resource Economics"
2021,"Agricultural and Resource Economics Review"
2021,"Agricultural Economics (Czech Republic)"
2021,"Agricultural Economics (United Kingdom)"
2021,"Agricultural Finance Review"
2021,"Agricultural Informatics: Automation Using the IoT and Machine Learning"
2021,"Agricultural Systems"
2021,"Agricultural Water Management"
2021,"Agriculture (Switzerland)"
2021,"Agriculture and Food Security"
2021,"Agriculture and Human Values"
2021,"Agriculture, Ecosystems and Environment"
2021,"AgriEngineering"
2021,"Agroecology and Sustainable Food Systems"
2021,"Agroforestry and Ecosystem Services"
2021,"Agroforestry Systems"
2021,"Agronomia Mesoamericana"
2021,"Agronomy"
2021,"Agronomy Journal"
2021,"Agrosystems, Geosciences and Environment"
2021,"AHURI Final Report"
2021,"AIDS and Behavior"
2021,"AIDS Care - Psychological and Socio-Medical Aspects of AIDS/HIV"
2021,"AIP Conference Proceedings"
2021,"Air, Soil and Water Research"
2021,"Ambio"
2021,"American Anthropologist"
2021,"American Biology Teacher"
2021,"American Economic Journal: Economic Policy"
2021,"American Educational Research Journal"
2021,"American Journal of Agricultural Economics"
2021,"American Journal of Clinical Dermatology"
2021,"American Journal of Clinical Nutrition"
2021,"American Journal of Community Psychology"
2021,"American Journal of Economics and Sociology"
2021,"American Journal of Emergency Medicine"
2021,"American Journal of Epidemiology"
2021,"American Journal of Gastroenterology"
2021,"American Journal of Geriatric Psychiatry"
2021,"American Journal of Health Behavior"
2021,"American Journal of Health Education"
2021,"American Journal of Health Promotion"
2021,"American Journal of Industrial Medicine"
2021,"American Journal of Infection Control"
2021,"American Journal of Lifestyle Medicine"
2021,"American Journal of Managed Care"
2021,"American Journal of Medical Quality"
2021,"American Journal of Nephrology"
2021,"American Journal of Obstetrics and Gynecology MFM"
2021,"American Journal of Orthopsychiatry"
2021,"American Journal of Perinatology"
2021,"American Journal of Physiology - Lung Cellular and Molecular Physiology"
2021,"American Journal of Potato Research"
2021,"American Journal of Preventive Cardiology"
2021,"American Journal of Preventive Medicine"
2021,"American Journal of Public Health"
2021,"American Journal of Respiratory and Critical Care Medicine"
2021,"American Journal of Speech-Language Pathology"
2021,"American Journal of Transplantation"
2021,"American Journal of Tropical Medicine and Hygiene"
2021,"American Journal on Addictions"
2021,"American Journal on Intellectual and Developmental Disabilities"
2021,"American Society of Agricultural and Biological Engineers Annual International Meeting, ASABE 2021"
2021,"American Surgeon"
2021,"Analytical and Bioanalytical Chemistry"
2021,"Analytical Chemistry"
2021,"Anesthesiology"
2021,"Animal"
2021,"Animal Frontiers"
2021,"Animal Nutrition and Feed Technology"
2021,"Animal Production Science"
2021,"Animals"
2021,"Annals of Applied Biology"
2021,"Annals of Behavioral Medicine"
2021,"Annals of Botany"
2021,"Annals of Epidemiology"
2021,"Annals of Internal Medicine"
2021,"Annals of Nutrition and Metabolism"
2021,"Annals of Surgery"
2021,"Annals of Surgical Oncology"
2021,"Annals of the American Academy of Political and Social Science"
2021,"Annals of the American Association of Geographers"
2021,"Annals of the American Thoracic Society"
2021,"Annals of the Entomological Society of America"
2021,"Annals of the New York Academy of Sciences"
2021,"Annals of Thoracic Surgery"
2021,"Annals of Vascular Surgery"
2021,"Annals of Work Exposures and Health"
2021,"Annual Review of Animal Biosciences"
2021,"Annual Review of Anthropology"
2021,"Annual Review of Resource Economics"
2021,"Annual Review of Sociology"
2021,"Antibiotics"
2021,"Antipode"
2021,"ANZ Journal of Surgery"
2021,"Appetite"
2021,"Applications of Cold Plasma in Food Safety"
2021,"Applied and Environmental Microbiology"
2021,"Applied Animal Science"
2021,"Applied Biochemistry and Microbiology"
2021,"Applied Clinical Informatics"
2021,"Applied Economic Perspectives and Policy"
2021,"Applied Energy"
2021,"Applied Engineering in Agriculture"
2021,"Applied Ergonomics"
2021,"Applied Geography"
2021,"Applied Linguistics Review"
2021,"Applied Network Science"
2021,"Applied Physiology, Nutrition and Metabolism"
2021,"Applied Soil Ecology"
2021,"Applied Spatial Analysis and Policy"
2021,"Approaches to Soil Health Analysis, Volume 1"
2021,"Aqua Water Infrastructure, Ecosystems and Society"
2021,"Aquaculture"
