doi,"title",year
10.1080/09603123.2023.2234299,"Radioactivity and dose assessment of naturally occurring radionuclides in terrestrial environments and foodstuffs: a review of Bahi district, Tanzania",2023
10.7783/KJMCS.2020.28.5.339,"Gamma-ray irradiation on radio sensitivity in cnidium officinale makino",2020
10.7783/KJMCS.2022.30.2.117,"Growth Characteristics and Change of Major Components in Atractylodes macrocephala",2022
10.3390/rs9090914,"Land surface phenology and seasonality using cool earthlight in croplands of Eastern Africa and the Linkages to crop production",2017
10.3390/rs10122058,"Spatial and temporal analysis of precipitation and effective rainfall using gauge observations, satellite, and gridded climate data for agriculturalwater management in the upper Colorado River Basin",2018
10.3390/rs11020163,"Estimation and mapping of sub-national GDP in Uganda using NPP-VIIRS imagery",2019
10.3390/rs11030370,"Addressing challenges for mapping irrigated fields in subhumid temperate regions by integrating remote sensing and hydroclimatic data",2019
10.3390/rs11030218,"Detection of shelterbelt density change using historic APFO and NAIP aerial imagery",2019
10.3390/rs11070825,"Mapping irrigated areas of northeast China in comparison to natural vegetation",2019
10.3390/rs11111298,"Ensemble identification of spectral bands related to soil organic carbon levels over an agricultural field in southern Ontario, Canada",2019
10.3390/rs11131587,"Long-term (1986-2015) crop water use characterization over the Upper Rio Grande Basin of United States and Mexico using Landsat-based evapotranspiration",2019
10.3390/rs11131612,"Evaluation of earth observation solutions for Namibia's SDG monitoring system",2019
10.3390/rs11151782,"Characterizing crop water use dynamics in the Central Valley of California using Landsat-derived evapotranspiration",2019
10.3390/rs11141688,"Upscaling gross primary production in corn-soybean rotation systems in the Midwest",2019
10.3390/rs11222645,"Watson on the farm: Using cloud-based artificial intelligence to identify early indicators of water stress",2019
10.3390/RS12091479,"Evaluating the relationships of inter-annual farmland vegetation dynamics with biodiversity using multi-spatial and multi-temporal remote sensing data",2020
10.3390/rs12121919,"Investigating the effects of land use and land cover on the relationship between moisture and reflectance using landsat time series",2020
10.3390/rs12142328,"IrrMapper: A machine learning approach for high resolution mapping of irrigated agriculture across the Western U.S.",2020
10.3390/rs12193251,"Suas remote sensing of vineyard evapotranspiration quantifies spatiotemporal uncertainty in satellite-borne et estimates",2020
10.3390/rs12213471,"High-resolution soybean yield mapping across the us midwest using subfield harvester data",2020
10.3390/rs12244019,"Quantification and mapping of satellite driven surface energy balance fluxes in semi-arid to arid inter-mountain region",2020
10.3390/rs13030521,"Assessing remote sensing vegetation index sensitivities for tall fescue (Schedonorus arundinaceus) plant health with varying endophyte and fertilizer types: A case for improving poultry manuresheds",2021
10.3390/rs13050968,"Accuracy, bias, and improvements in mapping crops and cropland across the united states using the usda cropland data layer",2021
10.3390/rs13112180,"Predicting table beet root yield with multispectral uas imagery",2021
10.3390/rs13122249,"Modeling the impact of climate changes on crop yield: Irrigated vs. non-irrigated zones in Mississippi",2021
10.3390/rs13142689,"Assessment of the spatial and temporal patterns of cover crops using remote sensing",2021
10.1016/j.wdp.2022.100394,"Farmyard manure use and adoption of agricultural mechanization among smallholders in the Mahottari District, Nepal",2022
10.2196/45109,"Impact of California’s Senate Bill 27 on Antimicrobial-Resistant Escherichia coli Urinary Tract Infection in Humans: Protocol for a Study of Methods and Baseline Data",2023
10.1093/database/baac105,"CaRPE: the Carbon Reduction Potential Evaluation tool for building climate mitigation scenarios on US agricultural lands",2022
10.1177/0030727019831019,"Achieving sustainable irrigation development in agricultural areas of Serbia with limited water resources",2019
10.1177/0030727019841060,"Developing a water strategy for sustainable irrigated agriculture in Mediterranean island communities – Insights from Malta",2019
10.1177/0030727020937383,"Assessing trajectories for innovation in farming from a profit theory perspective: The case of Ontario, Canada",2021
10.1177/00307270211025539,"Farms worldwide: 2020 and 2030 outlook",2021
10.1002/fes3.348,"Photon to plate: A holistic view of photosynthetic and anthropogenic energy fluxes",2023
10.5937/ekonhor1901057R,"SUSTAINABLE INTEGRAL DEVELOPMENT OF AGRICULTURE AND TOURISM IN THE REPUBLIC OF SERBIA",2019
10.1177/2165079917729172,"Evaluating Effective Leadership and Governance in a Midwestern Agricultural Safety and Health Coalition",2018
10.1177/2165079918783211,"The Mental Health of the Organic Farmer: Psychosocial and Contextual Actors",2018
10.1177/2165079919888940,"Risk for Depressive Symptoms and Suicide Among U.S. Primary Farmers and Family Members: A Systematic Literature Review",2020
10.1177/21650799221113057,"Association Between COPD Symptoms and Psychological Distress Among Farmers",2023
10.1177/21650799221117273,"Fluid Intake and Hydration Status Among North Carolina Farmworkers: A Mixed Methods Study",2022
10.1177/21650799231186155,"Injury, Musculoskeletal Symptoms, and Stress as a Function of Aging in Agricultural Operators in the Central United States",2023
10.1002/1438-390X.12138,"State-space model combining local camera data and regional administration data reveals population dynamics of wild boar",2023
10.3389/fpubh.2021.787438,"Evidence on Human Exposure to Pesticides and the Occurrence of Health Hazards in the Brazilian Population: A Systematic Review",2022
10.3389/fpubh.2022.1043774,"Childcare for farm families: A key strategy to keep children safe yet largely absent from farm programming",2022
10.3389/fpubh.2022.1055082,"Promoting childhood farm safety in Ireland",2022
10.3389/fpubh.2022.1074673,"Is presence of children or youth a farm workplace injury risk factor on Irish farms?",2023
10.3389/fpubh.2023.1056487,"Mental health of agricultural adolescents and adults: Preliminary results of a five-year study",2023
10.20311/STAT2022.9.HU0854,"Probability factors for the survival of agricultural holdings based on an examination of agricultural production between 2010 and 2020",2022
10.2495/EI-V3-N3-248-259,"THE WATER NEXUS IN SOUTHWESTERN IDAHO, USA: DEVELOPMENT VERSUS AGRICULTURE",2020
10.3390/foods12132598,"Issue Leadership: Establishing a Domain for a Food Systems Leadership Model",2023
10.1109/ICACEH51803.2020.9366224,"Development of fruit grading system based on image recognition",2020
10.4315/0362-028X.JFP-16-282,"Prevalence and phylogenetic characterization of Escherichia coli and hygiene indicator bacteria isolated from leafy green produce, beef, and pork obtained from farmers' markets in Pennsylvania",2017
10.4315/0362-028X.JFP-19-325,"Relationship of arsenic and lead in soil with fruit and leaves of apple trees at selected orchards in Michigan",2020
10.4315/JFP-21-193,"Food Safety Education Needs Assessment for Small-Scale Produce Growers Interested in Value-Added Food Production",2022
10.3390/sym13040575,"Spatiotemporal integration of mobile, satellite, and public geospatial data for enhanced credit scoring",2021
10.17660/TH2023/010,"Agroecological farming practices against fruit flies in Central Eastern Tanzania",2023
10.1080/10871209.2017.1324069,"Motivations for Enrollment Into the Conservation Reserve Enhancement Program in the James River Basin of South Dakota",2017
10.1080/10871209.2017.1368103,"Characterizing the Economic Value and Impacts of Wild Pig Damage on a Rural Economy",2017
10.1080/10871209.2018.1551585,"Farmer attitudes and preferences regarding a hypothetical lease hunting policy in Saskatchewan",2019
10.1080/10871209.2023.2273506,"Alabama agricultural producers’ experiences with wild pigs (Sus scrofa) and their preferences concerning wild pig management",2023
10.1080/10225706.2021.2015694,"Landlessness as the key challenge to climate change adaptation of the rural poor in Bangladesh: an empirical study",2023
10.1088/1757-899X/879/1/012130,"Hydroponic Technology in Agriculture Industry",2020
10.1038/jes.2016.7,"Hydrogen sulfide concentrations at three middle schools near industrial livestock facilities",2017
10.4324/9780429042690,"Landlessness and migration in Nepal",2019
10.3389/fevo.2017.00062,"Estimating the impacts of climate change and potential adaptation strategies on cereal grains in the United States",2017
10.3390/ijgi10080553,"Farms: A geospatial crop modeling and agricultural water management system",2021
10.3390/ijgi10120801,"Estimation of agricultural dykelands cultivated in nova scotia using land property boundaries and crop inventory",2021
10.3390/ijgi11030179,"GIScience and Historical Cartography for Evaluating Land Use Changes and Resulting Effects on Carbon Balance",2022
10.3390/ijgi11050272,"Investigating Relationships between Runoff–Erosion Processes and Land Use and Land Cover Using Remote Sensing Multiple Gridded Datasets",2022
10.3390/pathogens10101263,"Non-bovine species and the risk to effective control of bovine viral diarrhoea (BVD) in cattle",2021
10.3390/pathogens11111366,"Molecular Epidemiological Evidence Implicates Cattle as a Primary Reservoir of Campylobacter jejuni Infecting People via Contaminated Chickens",2022
10.3390/pathogens12030439,"Field Resistance to Rose Rosette Disease as Determined by Multi-Year Evaluations in Tennessee and Delaware",2023
10.3390/pathogens12050740,"Mapping the Dynamics of Contemporary PRRSV-2 Evolution and Its Emergence and Spreading Hotspots in the U.S. Using Phylogeography",2023
10.3390/hydrology7040076,"Partitioning of rainfall and sprinkler-irrigation by crop canopies: A global review and evaluation of available research",2020
10.22146/ijg.17299,"Land capability for cattle-farming in the merapi volcanic slope of sleman regency yogyakarta",2017
10.1002/agj2.20311,"Diversified crop rotation and management system influence durum yield and quality",2020
10.1002/agj2.20086,"Use of biosolids for sod production: Impact on the import/export of nutrients, heavy metals, and soil mineral matter",2020
10.1002/agj2.20402,"Early defoliation effects on corn plant stands and grain yield",2020
